,Unnamed: 0,year,make,model,final_price,mileage,engine,zipcode,engine string
7795,7795,2017,Porsche,Porsche 991 911,85000.0,15000,3000.0,8809,Twin-Turbocharged 3.0L Flat-Six
7796,7796,2001,Chevrolet,Chevrolet Tahoe GMT800,22450.0,63000,5300.0,48150,5.3-liter Vortec V8
7797,7797,2010,Audi,Audi A4,27000.0,12000,2000.0,53114,Turbocharged 2.0-Liter Inline-Four
7798,7798,2011,BMW,BMW E92/E93 3-Series Coupe & Convertible,17350.0,60000,3000.0,10560,3.0-Liter Inline-Six
7799,7799,2012,Porsche,Porsche 997 Turbo,102000.0,14000,3800.0,32080,Twin-Turbocharged 3.8-Liter Flat-Six
7802,7802,1987,Buick,Buick GNX,185000.0,2000,3800.0,33312,Turbocharged 3.8-Liter V6
7803,7803,2009,Mercedes-Benz,Mercedes-Benz AMG,21500.0,66000,6200.0,60563,6.2-Liter M156 V8
7804,7804,1994,Lotus,Lotus Esprit,25252.0,57000,2200.0,44614,Turbocharged 2.2-liter Inline-Four
7805,7805,1963,Volvo,Volvo PV444 and PV544,26500.0,97000,1800.0,94805,1.8-Liter Inline-Four
7806,7806,1999,Porsche,Porsche 986 Boxster,19000.0,28000,2500.0,7074,2.5-Liter Flat-Six
7808,7808,2007,Porsche,Porsche 987 Cayman,28002.0,62000,2700.0,2053,2.7-Liter Flat-Six
7810,7810,2014,Porsche,Porsche Cayenne,60000.0,57000,4800.0,92887,Twin-Turbocharged 4.8-Liter V8
7811,7811,1996,Porsche,Porsche 993 911,158000.0,18000,3600.0,92679,3.6-Liter Flat-Six
7812,7812,1962,Chevrolet,Chevrolet Impala,35000.0,55000,5735.45,22043,350ci V8
7813,7813,1967,Austin-Healey,Austin-Healey 3000,51200.0,31000,2900.0,22043,2.9-Liter Inline-Six
7814,7814,1998,Mercedes-Benz,Mercedes-Benz W140 S-Class,12050.0,50000,3200.0,53114,3.2-Liter Inline-Six
7815,7815,1946,Ford,Ford Pickup 1940-1947,17500.0,80000,3916.493,80631,239ci Flathead V8
7816,7816,1990,Cadillac,Cadillac Brougham,28500.0,31000,5700.0,97504,5.7-Liter V8
7817,7817,2005,Mercedes-Benz,Mercedes-Benz Gelandewagen,39500.0,157000,5500.0,75056,Supercharged 5.5-Liter V8
7818,7818,2003,Mercedes-Benz,Mercedes-Benz R230 SL,28800.0,61000,5400.0,34771,Supercharged 5.4-Liter V8
7819,7819,2013,Chevrolet,Chevrolet Corvette C6,27000.0,25000,6200.0,91342,6.2-Liter LS3 V8
7820,7820,1968,Porsche,Porsche 912,26000.0,4000,1600.0,20187,"1,600cc Flat-Four"
7822,7822,2021,Subaru,Subaru WRX STi,47000.0,35000,2500.0,7005,Turbocharged 2.5-liter Flat-Four
7823,7823,2008,Porsche,Porsche 997 Turbo,99000.0,34000,3600.0,77018,Twin-Turbocharged 3.6-Liter Flat-Six
7826,7826,2006,BMW,BMW E46 M3,25250.0,82000,3200.0,34452,3.2-Liter Inline-Six
7827,7827,1992,Jeep,Jeep Cherokee,15900.0,69000,4000.0,97230,Replacement 4.0-Liter Inline-Six
7828,7828,1929,Ford,Ford Model A,18000.0,8000,3293.7870000000003,91203,201ci L-Head Inline-Four
7829,7829,1990,Chevrolet,Chevrolet Corvette C4,19000.0,10000,5700.0,33478,5.7-Liter V8
7830,7830,1987,BMW,BMW E30 3-Series,27500.0,69000,2500.0,28605,2.5-Liter M20 Inline-Six
7831,7831,2002,BMW,BMW E39 M5,20250.0,129000,4900.0,75229,4.9-Liter V8
7834,7834,2005,Porsche,Porsche 997 911,42500.0,50000,3800.0,2492,3.8-Liter Flat-Six
7835,7835,1974,Ford,Ford F-Series 1973-1979,31000.0,26000,5899.32,90292,360ci V8
7836,7836,1968,Chevrolet,Chevrolet Corvette C3,37750.0,89000,6997.249,45255,427ci L36 V8
7838,7838,2002,Porsche,Porsche 996 Turbo,48500.0,96000,3600.0,91604,Twin-turbocharged 3.6L Flat-Six
7840,7840,2002,Porsche,Porsche 996 911,24250.0,103000,3600.0,60641,3.6-Liter Flat-Six
7842,7842,2006,Toyota,Toyota Land Cruiser 100-Series,34000.0,144000,4700.0,66211,4.7-Liter V8
7844,7844,2001,BMW,BMW E46 M3,42500.0,44000,3200.0,64111,3.2-Liter Inline-Six
7846,7846,1999,BMW,BMW E39 5-Series,17500.0,41000,4400.0,7458,4.4-Liter V8
7847,7847,2004,Volkswagen,Volkswagen R32,23500.0,73000,3200.0,80214,3.2-Liter VR6
7849,7849,2003,BMW,BMW E46 3-Series Convertible,24250.0,19000,3000.0,24083,3.0-Liter Inline-Six
7851,7851,2000,Toyota,Toyota 4Runner,18750.0,67000,3400.0,80403,3.4-Liter V6
7854,7854,1974,BMW,BMW Motorcycles,9099.0,33000,898.0,95536,898cc Opposed Twin
7855,7855,1995,Toyota,Toyota Supra,55555.0,75000,3000.0,19335,3.0-Liter Inline Six
7856,7856,1988,Toyota,Toyota Pickup,9400.0,155000,2400.0,93420,2.4-Liter Inline-Four
7857,7857,1985,Ferrari,Ferrari 308,109000.0,54000,2900.0,10940,2.9L Quad-Cam 32-Valve V8
7859,7859,2004,Jaguar,Jaguar XJ,19000.0,37000,4200.0,16229,4.2-Liter V8
7860,7860,2014,Jaguar,Jaguar F-Type,52500.0,7000,5000.0,17603,Supercharged 5.0-liter V8
7861,7861,1985,Jeep,Jeep CJ-7,38000.0,139000,4200.0,76001,4.2-Liter Inline-Six
7863,7863,1986,Honda,Honda Motorcycles,6100.0,8000,1098.0,54944,"Liquid-Cooled 1,098cc V4"
7865,7865,1997,Porsche,Porsche 993 911,70000.0,81000,3600.0,77043,3.6-liter M64 Flat-Six
7866,7866,1981,Mercedes-Benz,Mercedes-Benz W126 S-Class,13000.0,76000,3000.0,95928,3.0-Liter Turbodiesel Inline-Five
7867,7867,2006,Porsche,Porsche 997 911,48500.0,25000,3600.0,21111,3.6-Liter Flat-Six
7869,7869,1982,Porsche,Porsche 911SC,42500.0,30000,3000.0,54944,3.0-Liter Flat-Six
7872,7872,1994,Pontiac,Pontiac Firebird,39000.0,92000,5700.0,63376,5.7-Liter LT1 V8
7873,7873,1970,Cadillac,Cadillac Eldorado,8300.0,15000,8193.5,80209,500ci V8
7875,7875,1966,Ford,Ford Bronco U13/U14/U15 1966-1977,64000.0,10000,2785.79,92024,170ci Inline-Six
7878,7878,1972,BMW,BMW 2002tii,110002.0,50000,2130.0,97227,"Numbers-Matching 2,130cc M10 Inline-Four          "
7879,7879,1989,Ford,Ford Fox-Body Mustang,19500.0,42000,4948.874,8831,302ci V8
7881,7881,2013,Mercedes-Benz,Mercedes-Benz Gelandewagen,72500.0,64000,5500.0,1938,Twin-Turbocharged 5.5-Liter V8
7882,7882,1978,Mercedes-Benz,Mercedes-Benz R107 SL,11500.0,73000,4500.0,48301,4.5-Liter V8
7883,7883,1953,Jaguar,Jaguar XK120,72000.0,38000,3400.0,92115,3.4-Liter DOHC Inline-Six
7886,7886,2000,BMW,BMW Z3 M Coupe,35500.0,46000,3200.0,92626,3.2-Liter S52 Inline-Six
7887,7887,1995,Ford,Ford F-Series 1992-1997,11000.0,189000,7300.0,85286,7.3-Liter Turbodiesel V8
7890,7890,1991,BMW,BMW E31 8-Series,32750.0,44000,5000.0,32763,5.0-Liter M70 V12
7891,7891,1974,Volkswagen,Volkswagen Bus,28351.0,51000,1800.0,92026,1.8L Flat-Four 
7893,7893,1956,Ford,Ford Thunderbird,55000.0,29000,5112.744000000001,85650,312ci Thunderbird Special V8
7894,7894,2001,Porsche,Porsche 986 Boxster,16500.0,79000,3200.0,19968,3.2-Liter Flat-Six
7895,7895,1985,Rolls-Royce,Rolls-Royce Corniche,34250.0,45000,6750.0,11977,6.75-Liter V8
7896,7896,1985,Porsche,Porsche 911 Carrera 3.2,50777.0,63000,3200.0,55409,3.2-Liter Flat-Six
7898,7898,2000,Fiat,Fiat 124 Spider,12000.0,77000,2000.0,6052,2.0-Liter Inline-Four
7899,7899,1963,Porsche,Porsche 356,84000.0,90000,1600.0,92867,1.6L Flat-Four
7901,7901,1974,Cadillac,Cadillac DeVille,13945.0,86000,7734.664000000001,92270,472ci V8
7902,7902,1974,Honda,Honda Motorcycles,7500.0,17000,736.0,49686,736cc Inline-Four
7904,7904,2008,BMW,BMW E90/E92/E93 M3,34000.0,61000,4000.0,60657,4.0-Liter V8
7905,7905,1990,Jeep,Jeep Wrangler,18750.0,117000,4200.0,43215,4.2-Liter Inline-Six
7907,7907,1989,Jeep,Jeep Grand Wagoneer,25250.0,82000,5899.32,22936,360ci V8
7908,7908,2021,Ford,Ford U725 Bronco,72000.0,65000,2700.0,33176,Twin-Turbocharged 2.7-Liter V6
7909,7909,2003,Mercedes-Benz,Mercedes-Benz W211 E-Class,6000.0,45000,3200.0,92325,3.2-Liter V6
7910,7910,1972,Ford,Ford Bronco U13/U14/U15 1966-1977,61000.0,21000,4948.874,98034,302ci V8
7911,7911,2012,McLaren,McLaren MP4-12C,125000.0,5000,3800.0,76131,Twin-Turbocharged 3.8L V8
7912,7912,1998,Toyota,Toyota 4Runner,28250.0,131000,3400.0,33556,3.4-Liter V6
7913,7913,1973,Jeep,Jeep Grand Wagoneer,17000.0,79000,5899.32,91364,360ci V8
7914,7914,1995,Porsche,Porsche 993 911,46000.0,93000,3600.0,22932,3.6-Liter Flat-Six
7915,7915,1997,Lexus,Lexus SC Coupe,11750.0,137000,4000.0,37214,4.0-Liter V8
7916,7916,1983,BMW,BMW E21 3-Series,14500.0,139000,1800.0,83814,1.8-Liter M10 Inline-Four
7917,7917,1979,Volkswagen,Volkswagen Beetle,20250.0,43000,1600.0,80211,Fuel-Injected 1.6L Flat-Four
7918,7918,2006,Toyota,Toyota Land Cruiser 100-Series,27750.0,149000,4700.0,95476,4.7-Liter V8
7920,7920,1999,Porsche,Porsche 986 Boxster,17250.0,58000,2500.0,90266,2.5-Liter Flat-Six
7921,7921,1985,Toyota,Toyota Land Cruiser 60-Series,25500.0,275000,4200.0,97015,4.2-Liter 2F Inline-Six
7922,7922,1987,Buick,Buick Grand National,56500.0,14000,3800.0,97015,Turbocharged 3.8-Liter V6
7923,7923,2001,Porsche,Porsche 996 911,18750.0,115000,3400.0,28704,3.4-Liter Flat-Six
7924,7924,1990,BMW,BMW E30 3-Series,25750.0,38000,2500.0,53024,2.5-Liter Inline-Six
7925,7925,1996,Chevrolet,Chevrolet Impala,26000.0,22000,5700.0,85142,5.7-Liter LT1 V8
7927,7927,2007,Porsche,Porsche 997 Turbo,54997.0,72000,3600.0,83422,Twin-Turbocharged 3.6L Flat-Six
7928,7928,1992,Land Rover,Land Rover 110 / Defender 110 (Euro Spec),61000.0,96000,3500.0,21286,3.5-Liter V8
7929,7929,1990,Volkswagen,Volkswagen Corrado,7500.0,25000,1800.0,93308,Supercharged 1.8-Liter Inline-Four 
7931,7931,2012,Mercedes-Benz,Mercedes-Benz SLS AMG,136000.0,20000,6200.0,23435,6.2-Liter V8
7932,7932,1994,Ferrari,Ferrari 348,119000.0,26000,3400.0,32803,3.4-Liter F119 V8
7933,7933,1995,Buick,Buick Roadmaster,12250.0,81000,5700.0,95380,5.7-Liter LT1 V8
7935,7935,1950,Willys,Willys Jeepster,22500.0,10000,2638.3070000000002,86315,Replacement 161ci Willys Lightning Inline-Six
7936,7936,1987,BMW,BMW E28 5-Series,8100.0,250000,3400.0,85615,3.4-Liter Inline-Six
7937,7937,1981,Chevrolet,Chevrolet Corvette C3,35000.0,3000,5700.0,85615,Supercharged 5.7-Liter LS6 V8
7938,7938,1967,Honda,Honda Motorcycles,8300.0,2000,305.0,55327,305cc SOHC Parallel Twin
7939,7939,2005,Aston Martin,Aston Martin DB9,56250.0,4000,5900.0,94947,5.9-Liter DOHC V12
7942,7942,2004,Ford,Ford Mustang SN95 1994-2004,24532.0,48000,4600.0,75054,4.6-Liter V8
7943,7943,2018,Porsche,Porsche 991 911,145000.0,5000,3000.0,23451,Twin-Turbocharged 3.0L Flat-Six
7944,7944,1999,Porsche,Porsche 996 911,23090.0,69000,3400.0,93711,3.4-Liter M96 Flat-Six
7945,7945,1990,Ford,Ford F-Series 1987-1991,17750.0,53000,7500.0,91342,7.5L V8
7946,7946,1998,BMW,BMW Z3 M Roadster,22000.0,22000,3200.0,48033,3.2-Liter S52 Inline-Six
7947,7947,1997,Saab,Saab 900,7777.0,67000,2000.0,35222,Turbocharged 2.0-liter Inline-Four
7948,7948,2002,Volkswagen,Volkswagen EuroVan,36750.0,57000,2800.0,33556,2.8-Liter VR6
7950,7950,2011,BMW,BMW E90/E92/E93 M3,37000.0,71000,4000.0,6880,Supercharged 4.0-Liter V8
7951,7951,1975,Porsche,Porsche 914,19250.0,14000,2000.0,43055,Modified 2.0-Liter Flat-Four
7952,7952,2010,Porsche,Porsche 997 911,69500.0,36000,3800.0,93063,3.8-Liter Flat-Six
7953,7953,2004,Lamborghini,Lamborghini Gallardo,75500.0,55000,5000.0,80403,Mid-Mounted 5.0-liter V10
7954,7954,2001,Land Rover,Land Rover Discovery,7001.0,253000,4000.0,92549,4.0-liter V8
7955,7955,1965,Oldsmobile,Oldsmobile 4-4-2,24150.0,88000,6554.8,2777,400ci V8
7956,7956,1967,Mercedes-Benz,Mercedes-Benz W113 SL,225000.0,54000,2500.0,2452,2.5-liter Inline-Six
7957,7957,1990,Nissan,Nissan 300ZX,43000.0,44000,3000.0,83835,Twin-Turbocharged 3.0L V6
7958,7958,1999,Ferrari,Ferrari 456,59000.0,43000,5500.0,98005,5.5-Liter V12
7959,7959,1965,Chevrolet,Chevrolet Corvette C2,68000.0,45000,5358.549,98115,327ci V8 
7961,7961,1970,Plymouth,Plymouth Superbird & Dodge Charger Daytona,238000.0,78000,7210.280000000001,33966,Numbers-Matching 440ci V8
7962,7962,1974,Datsun,Datsun 260Z,5500.0,22000,2600.0,76034,2.6-Liter Inline-Six
7963,7963,2002,Toyota,Toyota 4Runner,13999.0,156000,3400.0,37404,3.4-Liter V6
7964,7964,2007,Land Rover,Land Rover Range Rover L322,18750.0,73000,4400.0,76119,4.4-Liter V8
7965,7965,2014,Land Rover,Land Rover Range Rover L405,57000.0,28000,5000.0,76119,Supercharged 5.0-liter V8
7967,7967,1965,Volkswagen,Volkswagen Bus,40000.0,83000,1600.0,91501,Replacement 1.6-Liter Flat-Four
7968,7968,1970,Chevrolet,Chevrolet Chevelle,69500.0,33000,6489.252,33015,396ci V8
7969,7969,2002,BMW,BMW Z3,26350.0,21000,3000.0,85206,3.0-Liter Inline-Six
7970,7970,2003,Ford,Ford Super Duty 1999-2007,29250.0,26000,6800.0,16229,6.8-Liter V10
7971,7971,2004,Jeep,Jeep Wrangler,20000.0,94000,4000.0,80906,4.0-Liter Inline-Six
7972,7972,2012,Toyota,Toyota Pickup,37000.0,30000,4000.0,91763,4.0-Liter VVT-i V6
7973,7973,2002,Chevrolet,Chevrolet Corvette C5,29250.0,13000,5700.0,86315,5.7-Liter LS6 V8
7974,7974,1976,Porsche,Porsche 914,29911.0,33000,2000.0,11772,2.0-liter Flat-Four
7976,7976,2016,BMW,BMW F10 5-Series,43000.0,11000,4400.0,28027,Twin-Turbocharged 4.4-Liter V8
7977,7977,1995,Land Rover,Land Rover Defender 90 NAS,46006.0,116000,3900.0,6831,3.9-Liter V8
7978,7978,1992,Mercedes-Benz,Mercedes-Benz 500E & E500,30000.0,127000,5000.0,30309,5.0-Liter M119 V8
7979,7979,2000,Chevrolet,Chevrolet Tahoe GMT400,25000.0,66000,5700.0,37027,5.7-Liter Vortec V8
7980,7980,1987,Toyota,Toyota 4Runner,11000.0,293000,2400.0,97524,2.4-Liter Inline-Four
7982,7982,1970,Ford,Ford F-Series 1967-1972,10750.0,60000,6390.93,94618,390ci V8
7983,7983,1975,MG,MG MGB,9000.0,96000,1800.0,11706,1.8-Liter Inline-Four
7986,7986,2016,Porsche,Porsche 991 911,108000.0,47000,3800.0,90066,3.8L Flat-Six
7988,7988,2008,BMW,BMW E60 M5,29000.0,76000,5000.0,7470,5.0-Liter V10
7989,7989,1989,Mercedes-Benz,Mercedes-Benz R107 SL,27000.0,96000,5500.0,29412,5.5-Liter V8
7990,7990,1992,Volvo,Volvo 240,12500.0,129000,2300.0,97005,2.3-Liter Inline-Four
7991,7991,1972,Chevrolet,Chevrolet K5 Blazer 1969-1972,47750.0,3000,5735.45,54630,350ci V8
7992,7992,1990,Volkswagen,Volkswagen Vanagon,26750.0,179000,2100.0,92107,2.1-Liter Flat-Four
7994,7994,1964,Chevrolet,Chevrolet El Camino,20000.0,92000,5735.45,94024,350ci V8
7995,7995,1971,Pontiac,Pontiac GTO,120000.0,42000,7456.085,48430,455ci HO V8
7996,7996,2003,Mazda,Mazda Miata,13000.0,65000,1800.0,44133,1.8-Liter Inline-Four
7997,7997,1971,Chevrolet,Chevrolet Chevelle,50500.0,95000,5735.45,77008,350ci V8
7998,7998,2010,BMW,BMW E61 5-Series Touring,19331.0,53000,3000.0,1835,Twin-Turbocharged 3.0L Inline-Six
7999,7999,2003,Mercedes-Benz,Mercedes-Benz CLK-Class,18250.0,34000,4300.0,53114,4.3-Liter V8
8000,8000,1997,BMW,BMW E36 3-Series,11100.0,85000,2800.0,29621,2.8-Liter M52 Inline-Six
8001,8001,2012,BMW,BMW E90/E92/E93 M3,41500.0,57000,4000.0,29621,4.0-Liter V8
8002,8002,2006,Mercedes-Benz,Mercedes-Benz SLK-Class,17777.0,58000,3000.0,60025,3.0-Liter V6
8003,8003,1999,Porsche,Porsche 996 911,28600.0,71000,3400.0,60563,3.4-liter M96 Flat-Six
8004,8004,1987,Porsche,Porsche 928,21928.0,107000,5000.0,11725,5.0-Liter V8
8005,8005,1970,Volkswagen,Volkswagen Beetle,18000.0,12000,1600.0,92115,"1,600cc Flat-Four"
8007,8007,2001,BMW,BMW 7-Series,26750.0,67000,4400.0,92805,4.4-Liter M62 V8
8008,8008,1994,Porsche,Porsche 928,48000.0,84000,5400.0,49525,5.4-Liter DOHC V8
8009,8009,1995,BMW,BMW E31 8-Series,16500.0,154000,4000.0,91355,4.0-Liter V8
8010,8010,1968,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,83000.0,77000,6489.252,80212,L78 396ci V8
8011,8011,1991,Chevrolet,Chevrolet Corvette C4,32750.0,7000,5700.0,81501,5.7-Liter LT5 V8
8014,8014,1997,Porsche,Porsche 993 911,47750.0,43000,3600.0,33071,3.6-Liter Flat-Six
8015,8015,2012,Ford,Ford Mustang S197 2005-2014,38000.0,11000,5000.0,40356,5.0-Liter DOHC V8
8017,8017,1963,Chevrolet,Chevrolet Corvair,11501.0,30000,2376.1150000000002,33020,Numbers-Matching 145ci Flat-Six
8019,8019,2001,Honda,Honda S2000,26250.0,27000,2000.0,32960,2.0-Liter VTEC Inline-Four
8020,8020,2010,Mini,Mini Modern,10650.0,48000,1600.0,53114,Turbocharged 1.6-Liter Inline-Four
8021,8021,1997,Lexus,Lexus LX SUV,35500.0,131000,4500.0,89410,4.5-Liter Inline-Six
8022,8022,1968,Toyota,Toyota Land Cruiser FJ40,25100.0,61000,5735.45,92649,350ci Chevrolet V8
8024,8024,1991,Chevrolet,Chevrolet K5 Blazer 1973-1991,35000.0,77000,5700.0,83835,Fuel-Injected 5.7-Liter V8
8025,8025,1967,Jaguar,Jaguar XKE Series I,245000.0,54000,4200.0,1240,4.2L Inline-Six
8028,8028,2006,Aston Martin,Aston Martin V8 Vantage,51000.0,23000,4300.0,80521,4.3-Liter V8
8030,8030,1957,Chevrolet,Chevrolet Tri-5,41250.0,7000,4637.521,98445,283ci V8
8031,8031,1977,Pontiac,Pontiac Firebird,6800.0,8000,4998.035,98056,305ci V8
8032,8032,1978,Lincoln,Lincoln Town Car,15250.0,94000,7538.02,90212,460ci V8
8033,8033,2016,Porsche,Porsche 981 Boxster,104000.0,8000,3800.0,75231,3.8-Liter Flat-Six
8034,8034,1993,Nissan,Nissan 300ZX,10000.0,128000,3000.0,46220,Naturally Aspirated 3.0-Liter V6
8036,8036,1965,Fiat,Fiat 600,14000.0,57000,767.0,80524,767cc Inline-Four
8037,8037,2004,BMW,BMW E46 3-Series Convertible,11000.0,85000,3000.0,60025,3.0-Liter Inline-Six
8038,8038,2013,Ford,Ford Shelby Mustang,52500.0,21000,5800.0,7010,Supercharged 5.8-Liter V8
8039,8039,1983,Porsche,Porsche 911SC,59750.0,139000,3000.0,3448,3.0-Liter Flat-Six
8040,8040,2001,Chevrolet,Chevrolet Camaro 4th Generation 1993-2002,21000.0,19000,5700.0,2043,5.7-Liter LS1 V8
8041,8041,2004,Subaru,Subaru WRX STi,17500.0,63000,2500.0,43050,Turbocharged 2.5-Liter Flat-Four
8044,8044,1985,Chevrolet,Chevrolet El Camino,23000.0,64000,5735.45,55343,350ci V8
8046,8046,1984,Nissan,Nissan 300ZX,15750.0,90000,3000.0,20879,Turbocharged 3.0-Liter V6
8047,8047,2014,Mercedes-Benz,Mercedes-Benz E55 & E63 AMG Wagon,58500.0,47000,5500.0,90027,Twin-Turbocharged 5.5-Liter V8
8048,8048,2001,Porsche,Porsche 996 911,29246.0,42000,3400.0,31405,3.4-Liter Flat-Six
8049,8049,1967,Chevrolet,Chevrolet Pickup,22250.0,56000,5735.45,91203,Replacement 350ci V8
8050,8050,1973,Oldsmobile,Oldsmobile Cutlass,6500.0,72000,5735.45,80615,350ci Rocket V8
8051,8051,1967,Chevrolet,Chevrolet Corvette C2,99501.0,9000,6997.249,75235,Numbers-Matching 427ci V8
8052,8052,1962,Lincoln,Lincoln Continental,80000.0,59000,7046.41,91702,430ci V8
8053,8053,2020,Ford,Ford Mustang S550,155000.0,196000,5200.0,80513,5.2-Liter Voodoo V8
8054,8054,1970,Maserati,Maserati Ghibli,378000.0,46000,4700.0,30534,Rebuilt Numbers-Matching 4.7L V8
8055,8055,2001,Porsche,Porsche 996 Turbo,69969.0,29000,3600.0,21208,Twin-Turbocharged 3.6L Flat-Six
8056,8056,2014,Chevrolet,Chevrolet Camaro 5th Generation 2010-2015,70000.0,163000,7000.0,17837,7.0-Liter LS7 V8
8059,8059,2008,Porsche,Porsche 997 Turbo,72696.0,84000,3600.0,2459,Twin-Turbo 3.6L Flat-Six 
8060,8060,1995,Jaguar,Jaguar XJS,15425.0,50000,4000.0,85255,4.0-Liter Inline-Six
8061,8061,2000,Mercedes-Benz,Mercedes-Benz W210 E-Class,7600.0,42000,3200.0,23112,3.2-Liter V6
8062,8062,1971,Jaguar,Jaguar XKE Series III,65000.0,22000,5300.0,7762,5.3-Liter V12
8064,8064,1992,Alfa Romeo,Alfa Romeo 105/115 Series Spider,9000.0,68000,2000.0,22312,2.0-Liter Inline Four
8066,8066,2004,Jeep,Jeep Wrangler,12750.0,53000,4000.0,13081,4.0-Liter Inline-Six
8068,8068,2011,BMW,BMW E90/E92/E93 M3,26000.0,51000,4000.0,7751,4.0-Liter S65 V8
8069,8069,1968,Porsche,Porsche 912,42500.0,29000,1600.0,77062,Numbers-Matching 1.6-Liter Flat-Four
8070,8070,1993,Toyota,Toyota SW20 MR2,31000.0,67000,2000.0,32792,Turbocharged 2.0-Liter Inline-Four
8071,8071,1964,Chevrolet,Chevrolet Corvette C2,72000.0,200000,5358.549,7405,Numbers-Matching 327ci L84 V8
8072,8072,2006,Ferrari,Ferrari 612 Scaglietti,124612.0,26000,5700.0,37072,5.7-Liter V12
8073,8073,1996,Porsche,Porsche 993 911,70500.0,56000,3600.0,78754,3.6-Liter Flat-Six
8075,8075,1995,Mitsubishi,Mitsubishi 3000GT,18875.0,128000,3000.0,54484,Twin-Turbocharged 3.0-Liter V6
8076,8076,1972,Chevrolet,Chevrolet K5 Blazer 1969-1972,47500.0,57000,5735.45,95409,350ci V8
8077,8077,2011,Jaguar,Jaguar XJ,30750.0,27000,5000.0,7074,5.0-Liter V8
8078,8078,1997,Land Rover,Land Rover Defender 90 NAS,90000.0,28000,4000.0,6831,4.0-Liter V8
8079,8079,1983,Mercedes-Benz,Mercedes-Benz W123,9000.0,155000,2400.0,94619,2.4-Liter Diesel Inline-Four
8080,8080,2003,Porsche,Porsche Cayenne,16251.0,150000,4500.0,98367,Twin-Turbocharged 4.5-Liter V8
8081,8081,1952,MG,MG TD,14250.0,17000,1250.0,92324,"1,250cc XPAG Inline-Four"
8082,8082,2005,Porsche,Porsche 996 911,36000.0,78000,3600.0,2790,3.6-Liter Flat-Six
8083,8083,1989,Mercedes-Benz,Mercedes-Benz R107 SL,75500.0,12000,5500.0,92626,5.5-Liter V8
8084,8084,2000,Ferrari,Ferrari 360,146360.0,10000,3600.0,92677,3.6-Liter V8
8085,8085,1967,Pontiac,Pontiac GTO,65500.0,75000,6554.8,93722,400ci V8 
8086,8086,2014,Porsche,Porsche 991 911,69500.0,19000,3400.0,87111,3.4-Liter Flat-Six
8087,8087,2001,Dodge,Dodge Pickup,15000.0,66000,4700.0,16229,4.7-Liter V8
8089,8089,2004,Maserati,Maserati Coupe & Spyder,20000.0,7000,4200.0,75229,4.2-Liter V8
8090,8090,1959,Chevrolet,Chevrolet El Camino,52000.0,13000,5735.45,78130,350ci V8
8091,8091,2007,Lexus,Lexus SC Coupe,23500.0,41000,4300.0,98110,4.3-Liter V8
8092,8092,2003,Ford,Ford Thunderbird,24750.0,29000,3900.0,33412,3.9-Liter V8
8093,8093,2002,Porsche,Porsche 996 911,33397.0,73000,3600.0,95746,3.6-Liter Flat-Six
8095,8095,2013,Mini,Mini Modern,19500.0,69000,1600.0,1740,Turbocharged 1.6-Liter Inline-Four
8096,8096,2014,Porsche,Porsche 981 Cayman,62500.0,24000,3400.0,30127,3.4-Liter Flat-Six
8097,8097,1957,Chevrolet,Chevrolet Corvette C1,101000.0,256000,4637.521,8833,283ci V8
8099,8099,2005,Ferrari,Ferrari 360,86500.0,27000,3600.0,92627,3.6-Liter V8       
8101,8101,1979,Ford,Ford F-Series 1973-1979,28500.0,77000,6554.8,7832,400ci V8
8103,8103,1986,Chevrolet,Chevrolet Pickup,14000.0,64000,6200.0,33312,6.2-Liter Diesel V8
8104,8104,1993,Saab,Saab 900,35000.0,81000,2000.0,74112,Turbocharged 2.0L “Red Box” Inline-Four
8105,8105,2013,Porsche,Porsche Cayenne,38500.0,50000,4800.0,76119,4.8-Liter V8
8106,8106,1979,Ford,Ford Bronco 2nd Generation 1978-1979,73500.0,90000,5751.837,30506,351ci V8
8108,8108,1970,Ford,Ford Bronco U13/U14/U15 1966-1977,49250.0,68000,4948.874,97525,302ci V8
8109,8109,1963,Chevrolet,Chevrolet Pickup,49500.0,11000,5300.0,55025,5.3L Vortec V8
8110,8110,1963,Chrysler,Chrysler Imperial,17500.0,65000,6767.831,76901,413ci V8
8111,8111,2013,BMW,BMW 7-Series,48000.0,29000,4400.0,27587,Twin-Turbocharged 4.4-Liter V8
8112,8112,2003,Land Rover,Land Rover Discovery,6100.0,141000,4600.0,32542,Replacement 4.6-Liter V8
8114,8114,1984,Porsche,Porsche 911 Carrera 3.2,73000.0,42000,3200.0,91604,Turbocharged 3.2-Liter Flat-Six
8118,8118,2003,Volkswagen,Volkswagen EuroVan,31600.0,145000,2800.0,98177,2.8-Liter VR6
8120,8120,1992,Isuzu,Isuzu Trooper,12500.0,72000,3200.0,95131,3.2-Liter V6
8123,8123,2008,Porsche,Porsche 911 GT3,250000.0,15000,3600.0,97227,3.6-Liter Mezger Flat-Six
8124,8124,2018,Mercedes-Benz,Mercedes-Benz AMG,101000.0,33000,4000.0,98052,Twin-Turbocharged 4.0L V8
8127,8127,1973,Saab,Saab 96,33000.0,6000,1700.0,3044,1.7-Liter V4
8129,8129,1970,Dodge,Dodge Charger,68500.0,47000,6685.896000000001,68007,408ci Stroker V8
