,year,make,model,final_price,mileage,engine,zipcode
1468,2007,Ford,Ford Shelby Mustang,"$56,000",30000,Supercharged 5.4-Liter V8,40014
1469,1971,Buick,70s,"$19,750",48000,455ci V8 ,98466
1470,1974,Norton,70s,"$11,000",5000,828cc Parallel Twin,66604
1471,1965,Morgan,Morgan Plus 4,"$45,162",70000,"2,138cc Inline-Four",31302
1472,1998,Porsche,Porsche 993 911,"$67,000",41000,3.6-Liter Flat-Six,95220
1473,2020,Mercedes-Benz,Mercedes-Benz Gelandewagen,"$240,000",8000,Twin-Turbocharged 4.0-Liter V8,75006
1474,1963,Chevrolet,Chevrolet Corvette C2,"$160,000",92000,327ci V8,40356
1475,1954,MG,MG TF,"$39,000",46000,"1,500cc XPEG Inline-Four",95476
1476,1994,Ford,Ford Bronco 4th-5th Generations 1987-1996,"$16,250",129000,5.8-Liter V8,2186
1477,1967,Chevrolet,Chevrolet Impala,"$45,500",5000,396ci L35 V8,6795
1478,2007,Porsche,Porsche 911 GT3,"$235,000",5000,3.6-Liter Flat Six,97227
1479,1959,Buick,50s,"$65,251",66000,364ci Wildcat V8,27517
1480,2001,BMW,BMW 7-Series,"$27,000",67000,4.4-Liter V8 ,90650
1481,2001,Plymouth,Plymouth Barracuda,"$32,250",0,TMU,55356
1482,1995,Fiat,90s,"$15,000",0,Turbocharged 2.0-Liter 16V Inline-Four,15106
1483,1960,BMW,BMW Motorcycles,"$16,805",63000,594cc Opposed Twin,94404
1484,2005,Mercedes-Benz,Mercedes-Benz AMG,"$37,000",52000,Supercharged 5.4-Liter V8,90025
1485,1973,Chevrolet,Chevrolet El Camino,"$18,250",55000,5.7-liter Vortec V8 ,6810
1486,1999,BMW,BMW E36 M3,"$28,500",179000,Supercharged 3.2-Liter Inline-Six,22102
1487,2002,BMW,BMW 2002,"$19,783",30000,2.0-Liter M10 Inline-Four,22309
1488,2017,McLaren,McLaren Sports Series,"$147,000",15000,Twin-Turbocharged 3.8-Liter V8,91367
1489,1993,Nissan,Nissan 300ZX,"$45,500",40000,Twin-Turbocharged 3.0-Liter V6,91711
1490,1972,MG,MG MGB,"$7,300",0,1.8-Liter Inline-Four,49401
1491,2018,Ducati,10s,"$15,500",9000,"1,079cc Desmodromic L-Twin",90814
1492,1991,Nissan,Nissan Figaro,"$21,000",0,Turbocharged 987cc Inline-Four,95124
1493,3100,Chevrolet,Chevrolet Pickup,"$26,500",92000,216ci Inline-Six,32401
1494,1966,960s,nItalian,"$61,500",15000,"1,481cc Fiat OHV Inline-Four",61759
1495,1974,Ford,Ford Torino,"$9,750",32000,351ci V8,95356
1496,1991,GMC,GMC Syclone,"$80,000",18000,Turbocharged 4.3-Liter V6,1929
1497,2008,Ducati,00s,"$55,000",0,939 Miles,33966
1498,2006,Hummer,Hummer H1,"$162,000",58000,6.6-Liter Turbodiesel V8,75201
1499,1996,Ferrari,Ferrari F355,"$133,000",15000,3.5-liter DOHC V8,12534
1500,1971,Jaguar,Jaguar XKE Series II,"$16,500",49000,5.3-Liter V12,94530
1501,2007,Jeep,Jeep Grand Cherokee,"$25,356",57000,Five-Speed Automatic Transmission ,97227
1502,1995,Mercedes-Benz,Mercedes-Benz 500E & E500,"$46,000",91000,5.0-Liter M119 DOHC V8,2152
1503,1957,MG,MG MGA,"$22,000",5000,Modified 1.8L Inline-Four,11937
1504,1997,Chevrolet,Chevrolet Suburban,"$28,000",123000,7.4-Liter Vortec V8,83835
1505,1983,Suzuki,80s,"$2,850",25000,673cc DOHC Inline-Four,54944
1506,1990,Ferrari,Ferrari Mondial,"$44,000",62000,Long-Term Ownership,60610
1507,1962,Ford,Ford Falcon,"$5,600",45000,144ci Inline-Six,20837
1508,1979,Ford,Ford Bronco 2nd Generation 1978-1979,"$22,290",87000,400ci V8,2351
1509,1966,Volkswagen,Volkswagen Beetle,"$19,500",985000,1.6-Liter Flat-Four,95620
1510,2008,Porsche,Porsche 997 911,"$49,911",32000,3.8-Liter Flat-Six,85226
1511,2004,Pontiac,Pontiac GTO,"$22,750",0,5.7-Liter LS1 V8,21163
1512,1969,Chevrolet,Chevrolet Chevelle,"$20,000",18000,45-Years-Family-Owned,92223
1513,2021,Mercedes-Benz,Mercedes-Benz E55 & E63 AMG Wagon,"$129,950",30000,Twin-Turbocharged 4.0-Liter V8,98248
1514,1992,Chevrolet,Chevrolet Corvette C4,"$47,250",51000,383ci Stroker V8 ,97227
1515,1973,Volkswagen,Volkswagen Bus,"$23,250",0,"1,500cc Flat-Four ",33966
1516,2004,Ford,Ford Mustang SN95 1994-2004,"$29,750",21000,Supercharged 4.6-Liter V8,38002
1517,2003,Lexus,Lexus LX SUV,"$20,000",262000,4.7-Liter V8,77019
1518,1968,960s,oryBoats,"$10,011",0,Total Run Time Unknown,98023
1519,1993,BMW,BMW E34 M5,"$60,000",137000,3.8-Liter S38 Inline-Six,92056
1520,1950,International Harvester,50s,"$50,555",33000,302ci V8,98363
1521,2000,Alfa Romeo,Alfa Romeo 105/115 Series Spider,"$17,378",12000,Fuel-Injected 2.0L Inline-Four,92007
1522,2000,Alfa Romeo,Alfa Romeo 105/115 Series Coupe,"$43,750",36000,Twin-Cam 2.0L Inline-Four,92612
1523,1975,BMW,BMW Motorcycles,"$7,600",3000,898cc Air-Cooled Opposed Twin,28739
1524,1993,990s,oryTruck & 4x4,"$29,000",0,Imported From Spain ,2360
1525,1994,Toyota,Toyota SW20 MR2,"$26,500",68000,2.2-Liter Inline-Four,84118
1526,1995,Nissan,Nissan 300ZX,"$81,000",0,36k Miles Shown,92612
1527,2001,BMW,BMW Z3 M Roadster,"$32,000",36000,3.2-Liter S54 Inline-Six,22180
1528,1982,Cadillac,80s,"$13,500",82000,5.7-Liter LF9DX Diesel V8,38104
1529,1978,Chevrolet,Chevrolet Corvette C3,"$22,000",14000,350ci L48 V8,44011
1530,1951,Studebaker,Studebaker Pickup,"$14,000",46000,245ci Inline-Six,71459
1531,1951,Volkswagen,Volkswagen Beetle,"$35,521",0,1.6-Liter Flat-Four,53089
1532,2017,Ferrari,Ferrari California,"$160,400",14000,Twin-Turbocharged 3.9-Liter V8 ,94404
1533,1959,Volkswagen,Volkswagen Beetle,"$48,000",24000,"1,192cc Flat-Four",97227
1534,2002,Porsche,Porsche 986 Boxster,"$20,000",14000,Replacement 2.7-Liter Flat-Six,91030
1535,1957,Chevrolet,Chevrolet Corvette C1,"$105,000",10000,283ci V8,22556
1536,1974,Volkswagen,Volkswagen Thing,"$19,000",0,1.6-Liter Flat-Four,98686
1537,1978,International Harvester,International Harvester Scout,"$23,000",27000,3.2-Liter Diesel Inline-Six,17331
1538,1995,BMW,BMW E36 3-Series,"$8,200",95000,2.5-Liter M50 Inline-Six,92115
1539,1999,Acura,Acura NSX NA1/NA2,"$130,000",23000,3.2-Liter V6,29910
1540,1993,Mazda,Mazda RX-7 FD,"$40,000",84000,Twin-Turbocharged 1.3-Liter Rotary,27606
1541,1941,Chrysler,40s,"$13,200",78000,241.5ci Inline-Six,98270
1542,2001,BMW,BMW Z3,"$16,010",88000,2.5-Liter Inline-Six,10560
1543,1984,Fiat,Fiat X1/9,"$19,000",62000,1.5-Liter Inline-Four,46220
1544,2006,BMW,BMW E60 M5,"$16,750",70000,5.0-Liter S85 V10,90046
1545,2002,Lexus,Lexus LS Sedan,"$20,400",59000,4.3-Liter V8,85225
1546,1987,Buick,Buick Grand National,"$66,500",0,Turbocharged 3.8-Liter V6,20197
1547,1962,Volkswagen,Volkswagen Karmann Ghia,"$30,000",96000,Replacement Air-Cooled 1.3L Flat-Four,97504
1548,2006,Mercedes-Benz,00s,"$30,000",30000,3.2-Liter Turbodiesel Inline-Six,19010
1549,2006,Porsche,Porsche 997 911,"$45,500",24000,3.6-Liter Flat-Six,28273
1550,2011,Cadillac,Cadillac CTS-V,"$48,000",0,6.2-Liter Supercharged V8,8721
1551,2004,BMW,BMW E46 330 ZHP,"$17,700",66000,3.0-Liter M54 Inline-Six,95014
1552,2000,Mercedes-Benz,Mercedes-Benz R129 SL,"$17,250",34000,5.0-Liter V8,12302
1553,1970,Triumph,Triumph Motorcycles,"$6,100",7000,649cc Parallel Twin,12302
1554,1940,Ford,Ford Hot Rod,"$34,500",7000,5.7L LT1 V8,7821
1555,2002,BMW,BMW E39 M5,"$30,500",65000,4.9-Liter V8,6877
1556,1967,Sunbeam,Sunbeam Tiger,"$71,500",74000,260ci Ford V8 ,97227
1557,2005,Porsche,Porsche 996 Turbo,"$65,000",26000,Twin-Turbocharged 3.6L Flat-Six,85253
1558,1989,Ford,Ford Fox-Body Mustang,"$48,200",6000,5.0-Liter V8 ,55449
1559,2009,Porsche,Porsche Cayenne,"$12,250",143000,3.6-Liter V6,33186
1560,1975,Jeep,Jeep CJ-5,"$12,250",10000,304ci V8,93711
1561,1994,GMC,GMC Pickup,"$14,000",69000,5.7-Liter V8,95131
1562,1987,Porsche,Porsche 911 Carrera 3.2,"$49,250",86000,3.2-Liter Flat-Six,7711
1563,2000,Ducati,00s,"$6,050",6000,904cc Desmodromic L-Twin,54944
1564,1996,Mercedes-Benz,Mercedes-Benz W140 S-Class,"$11,250",76000,4.2-Liter V8,85225
1565,1962,Chevrolet,Chevrolet Corvette C1,"$225,000",971000,6.2-Liter E-ROD LS3 V8,19382
1566,1996,Dodge,Dodge Viper,"$126,000",829000,8.0-Liter V10,27587
1567,1982,Chevrolet,Chevrolet Corvette C3,"$19,100",66000,350ci L83 V8,85234
1568,1982,Factory Five,10s,"$67,000",27000,347ci V8,48706
1569,1994,Toyota,Toyota Land Cruiser 80-Series,"$25,000",0,4.2-Liter Turbodiesel Inline-Six,55407
1570,1980,Chevrolet,Chevrolet Camaro 2nd Generation 1970-1981,"$17,000",27000,350ci V8,60453
1571,1980,Ford,Ford Hot Rod,"$18,000",0,2.4L Ecotec Inline-Four,87144
1572,2001,Jaguar,Jaguar XJ,"$11,400",78000,4.0-Liter V8,60585
1573,1993,Toyota,90s,"$25,000",0,Right-Hand Drive,92037
1574,1993,Ferrari,Ferrari Testarossa,"$14,000",0,Holdall,23116
1575,2005,Porsche,Porsche 997 911,"$40,250",116000,3.8-Liter Flat-Six,80908
1576,1989,Ferrari,Ferrari Testarossa,"$155,000",0,4.9-Liter Flat-12,48420
1577,1966,Chevrolet,Chevrolet Impala,"$14,646",99000,396ci V8,77402
1578,1995,Mercedes-Benz,Mercedes-Benz W124 E-Class,"$24,000",104000,3.2-Liter M104 Inline-Six,7753
1579,2020,Ford,Ford Mustang S550,"$106,000",0,Supercharged 5.2-Liter V8,93940
1580,3500,Dodge,Dodge Pickup,"$17,500",73000,5.9-Liter Cummins Turbodiesel Inline-Six,84118
1581,1972,Honda,Honda Motorcycles,"$4,700",0,49cc Four-Stroke Single,59808
1582,1970,Plymouth,Plymouth Barracuda,"$55,500",91000,340ci V8,12110
1583,1992,Toyota,90s,"$11,500",65000,3.0-Liter V6,34771
1584,1972,Porsche,Porsche Longhood 911,"$107,991",75000,Modified 2.7-Liter Flat-Six,33993
1585,1972,Shelby,Shelby Cobra Replica,"$33,777",152000,393ci V8,8060
1586,1968,Cadillac,Cadillac Series 75/Fleetwood,"$31,750",94000,472ci V8,21532
1587,1990,Mercedes-Benz,Mercedes-Benz C126,"$16,750",0,5.5-Liter V8,21532
1588,2017,Jaguar,Jaguar F-Type,"$73,000",13000,Supercharged 5.0-Liter V8,15237
1589,1999,Porsche,Porsche 996 911,"$27,500",125000,3.4-Liter Flat-Six,8902
1590,1999,Ford,Ford Hot Rod,"$51,000",9000,5.3-Liter Jaguar V12 ,34997
1591,1962,Pontiac,Pontiac Tempest / LeMans,"$19,000",7000,195ci Slant-Four,37931
1592,2001,Subaru,00s,"$20,250",55000,3.0-Liter Flat-Six,34771
1593,1999,BMW,BMW E36 M3,"$29,000",65000,3.2-Liter S52 Inline-Six,60062
1594,1969,960s,nAmerican,"$7,000",35000,Chain Drive,53051
1595,1999,Ferrari,Ferrari 550 Maranello,"$175,000",40000,5.5-Liter V12,19380
1596,1953,Studebaker,50s,"$28,250",25000,232ci V8,13108
1597,1971,Datsun,Datsun 510,"$19,510",63000,L18 1.8-Liter Inline-Four,90603
1598,1969,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,"$36,000",47000,Replacement 355ci V8,92027
1599,1967,Chevrolet,Chevrolet Corvette C2,"$81,000",96000,Replacement 327ci V8,77401
1600,1978,Subaru,70s,"$3,500",64000,1.6-Liter Flat-Four,98382
1601,1995,Ferrari,Ferrari 348,"$67,500",27000,3.4-Liter F119 V8,70122
1602,2006,Mini,Mini Modern,"$31,750",45000,Supercharged 1.6-Liter Inline-Four,98021
1603,2004,Ferrari,Ferrari 360,"$210,360",33000,3.6-Liter V8,93103
1604,2005,Ferrari,Ferrari F430,"$188,000",21000,4.3-Liter V8,92106
1605,1972,Ferrari,Ferrari 365 GTC/4,"$201,000",20000,4.4-Liter Colombo V12,33178
1606,1991,Lamborghini,Lamborghini Diablo,"$255,000",0,5.7-Liter Quad-Cam V12 ,95132
1607,2018,Porsche,Porsche 911 GT2,"$465,000",0,Twin-Turbocharged 3.8L Flat-Six,94063
1608,1985,Honda,Honda ATV,"$9,500",0,Liquid-Cooled 246cc Two-Stroke Single,95816
1609,1987,Porsche,Porsche 911 Carrera 3.2,"$103,000",86000,3.2-Liter Flat-Six,93013
1610,1986,Toyota,Toyota Land Cruiser FJ45,"$42,250",0,4.2-Liter 2F Inline-Six,33166
1611,1989,BMW,BMW E30 3-Series,"$10,250",116000,2.5-Liter M20 Inline-Six,91406
1612,1985,Jeep,Jeep Grand Wagoneer,"$17,000",179000,258ci Inline-Six,52003
1613,2013,Mini,Mini Modern,"$25,500",28000,Turbocharged 1.6-Liter Inline-Four,45202
1614,1980,Porsche,Porsche 911SC,"$60,500",109000,RoW-Specification Coupe ,1772
1615,1985,Saab,Saab 900,"$4,100",105000,Turbocharged 2.0-Liter Inline-Four,94539
1616,2000,Porsche,Porsche 996 911,"$35,000",74000,3.4-Liter Flat-Six,70125
1617,2006,Porsche,Porsche 997 911,"$53,411",35000,3.8-Liter Flat-Six,33458
1618,2006,Shelby,Shelby Cobra Replica,"$51,095",0,4.6L V8,19026
1619,2006,Jaguar,Jaguar XKR,"$19,500",72000,Supercharged 4.2-Liter V8,19026
1620,2001,Jeep,Jeep Wrangler,"$22,000",92000,4.0-Liter Inline-Six,20111
1621,1966,Chevrolet,Chevrolet Corvette C2,"$66,000",43000,327ci V8,2906
1622,1970,Chevrolet,Chevrolet Pickup,"$16,750",59000,350ci V8,92335
1623,2004,Honda,Honda S2000,"$30,999",54000,2.2-Liter VTEC Inline-Four,57783
1624,1991,BMW,BMW E30 3-Series,"$25,000",73000,2.5-Liter Inline-Six,30052
1625,1971,International Harvester,International Harvester Scout,"$25,750",87000,345ci V8,81506
1626,1997,Honda,Honda Motorcycles,"$5,200",19000,"1,137cc DOHC Inline-Four",54944
1627,2007,Mercedes-Benz,Mercedes-Benz W221 S-Class,"$36,500",49000,Twin-Turbocharged 6.0-Liter V12,53114
1628,1966,Mercedes-Benz,Mercedes-Benz W113 SL,"$62,000",0,2.3-Liter M127 Inline-Six,27606
1629,1966,Ferrari,Ferrari 488,"$231,000",0,Twin-Turbocharged 3.9-Liter V8,85260
1630,2000,BMW,BMW E39 M5,"$25,000",96000,4.9-Liter S62 V8,60467
1631,2007,BMW,BMW E63/E64 M6,"$31,250",42000,5.0-Liter V10,84790
1632,2004,Volkswagen,00s,"$23,250",62000,6.0-Liter W12,13205
1633,1993,Chevrolet,Chevrolet Corvette C4,"$29,000",46000,5.7-Liter V8,2837
1634,1987,BMW,BMW E24 M6,"$28,250",92000,3.5-Liter Inline-Six,7604
1635,1989,Land Rover,Land Rover 90 / Defender 90 (Euro Spec),"$37,500",0,2.5-liter Turbodiesel Inline-Four,10705
1636,1963,Mercedes-Benz,Mercedes-Benz W111 Coupe & Cabriolet,"$95,600",53000,2.2-Liter Inline-Six ,97227
1637,2006,Mercedes-Benz,Mercedes-Benz AMG,"$75,000",10000,Twin-Turbocharged 6.0-Liter M275 V12,75078
1638,2006,Chevrolet,Chevrolet Corvette C6,"$48,000",10000,7.0-Lier LS7 V8,91390
1639,1991,Land Rover,Land Rover Range Rover Classic,"$19,500",98000,3.9-Liter V8,18974
1640,1999,Porsche,Porsche 986 Boxster,"$17,750",47000,2.5-Liter Flat-Six,7074
1641,1979,Toyota,Toyota Land Cruiser FJ40,"$40,500",33000,4.2-Liter Inline-Six,7901
1642,1987,Mercedes-Benz,Mercedes-Benz R107 SL,"$30,600",21000,5.5-Liter V8,6605
1643,2013,Mercedes-Benz,Mercedes-Benz R231 SL,"$71,500",18000,Twin-Turbocharged 5.5-Liter V8,92887
1644,2003,Chevrolet,Chevrolet Corvette C5,"$30,000",0,5.7-Liter LS1 V8,48152
1645,2008,Porsche,Porsche Cayenne,"$30,000",118000,4.8-Liter V8,28217
1646,2004,BMW,BMW E46 330 ZHP,"$9,999",115000,3.0-Liter Inline-Six,7074
1647,1984,Mercedes-Benz,Mercedes-Benz R107 SL,"$13,500",56000,2.8-Liter M110 Inline-Six,7052
1648,2013,BMW,BMW E90/E92/E93 M3,"$75,000",5000,4.0-Liter S65 V8,23964
1649,2006,Porsche,Porsche 997 911,"$49,500",48000,3.8-Liter Flat-Six,29928
1650,1978,Honda,Honda Motorcycles,"$5,000",22000,544cc SOHC Inline-Four,54944
1651,1979,Land Rover,Land Rover Series 109,"$26,750",0,2.25-Liter Diesel Inline-Four,32119
1652,2006,Mercedes-Benz,Mercedes-Benz AMG,"$41,750",37000,5.4-Liter V8,37924
1653,1971,Norton,70s,"$8,800",4000,745cc Parallel Twin,35216
1654,1971,Porsche,Porsche 944,"$15,750",51000,2.5-Liter Inline-Four,32084
1655,2021,Ford,Ford Mustang S550,"$113,113",98000,Supercharged 5.2-Liter V8,30040
1656,1968,Dodge,Dodge Charger,"$37,250",35000,318ci V8,68506
1657,1977,Aston Martin,70s,"$64,000",0,"40k Miles Shown, TMU ",96003
1658,2016,Porsche,Porsche 991 911,"$72,500",39000,3.8-Liter Flat-Six,10549
1659,1970,Porsche,Porsche Longhood 911,"$95,000",21000,2.2L Flat-Six,85018
1660,2000,BMW,BMW Z3 M Coupe,"$41,041",99000,3.2-Liter S52 Inline-Six,91423
1661,2020,BMW,BMW M2,"$64,500",3000,Twin-Turbocharged 3.0-Liter S55 Inline-Six,1879
1662,2007,Jaguar,Jaguar XK,"$23,500",10000,4.2-Liter V8,94558
1663,1996,Toyota,Toyota Land Cruiser 80-Series,"$13,750",206000,Turbocharged 4.5L 1FZ-FE Inline-Six,74137
1664,1967,Fiat,Fiat 850,"$10,000",0,843cc Inline-Four ,74137
1665,2003,Chevrolet,Chevrolet Pickup,"$75,000",51000,6.6-Liter Duramax Turbodiesel V8,85260
1666,1995,BMW,BMW E34 M5,"$46,444",0,$31k 2020-2022 Refurbishment by EAG,75036
1667,1995,Porsche,Porsche 993 911,"$121,991",18000,3.6-Liter Flat-Six,32757
1668,2019,Aston Martin,Aston Martin V8 Vantage,"$113,000",6000,Twin-Turbocharged 4.0-Liter V8,63005
1669,2010,Chevrolet,Chevrolet Camaro 5th Generation 2010-2015,"$30,000",19000,Supercharged 6.2-Liter LS3 V8,7070
1670,2017,Mercedes-Benz,Mercedes-Benz Gelandewagen,"$112,000",38000,Twin-Turbocharged 5.5-Liter V8,10560
1671,1987,Porsche,Porsche 928,"$38,000",68000,5.0-Liter DOHC V8,95436
1672,1995,GMC,GMC Pickup,"$16,000",120000,5.7-Liter V8,35645
1673,1980,Ford,Ford Thunderbird,"$7,800",58000,4.2-Liter V8,29588
1674,2017,Chevrolet,Chevrolet Corvette C7,"$80,500",0,6.2-Liter LT1 V8,48506
1675,1978,Fiat,Fiat 124 Spider,"$3,000",32000,1.8-Liter Inline-Four,83660
1676,1971,Lamborghini,Lamborghini Jarama,"$140,000",29000,3.9-Liter DOHC V12,92627
1677,2001,Volkswagen,Volkswagen EuroVan,"$29,000",62000,2.8-Liter VR6,80905
1678,2001,Ford,30s,"$99,999",399000,4.6-Liter Ford V8,48150
1679,1981,Datsun,Datsun 280ZX,"$12,500",77000,Original Owner,95441
1680,1987,Chevrolet,80s,"$44,000",6000,307ci V8,27606
1681,2004,BMW,BMW E46 M3,"$57,000",18000,3.2-Liter S54 Inline-Six,90015
1682,2020,Jeep,Jeep Pickup,"$72,000",13000,Supercharged 6.2-Liter Hellcat V8,28411
1683,1986,Oldsmobile,Oldsmobile 4-4-2,"$15,500",84000,307ci V8,48189
1684,2009,Porsche,Porsche 997 Turbo,"$114,000",7000,Twin-Turbocharged 3.6L Flat-Six,45429
1685,2007,Ferrari,Ferrari 599 GTB & GTO,"$153,000",14000,6.0-Liter V12,92121
1686,1964,Ford,Ford Falcon,"$45,500",37000,260ci V8,92121
1687,1927,Locomobile,20s,"$50,000",58000,372ci L-Head Monobloc Inline-Six,54755
1688,2020,Ford,Ford F-Series 2015-2020,"$90,000",8000,Supercharged 5.0-Liter V8,30157
1689,1995,Land Rover,Land Rover 110 / Defender 110 (Euro Spec),"$54,000",511000,2.5-Liter Turbodiesel Inline-Four,80134
1690,1950,Oldsmobile,Oldsmobile 88,"$66,500",719000,502ci V8,10504
1691,1986,BMW,BMW Motorcycles,"$3,886",19000,797cc Opposed Twin,60007
1692,1986,970s,nAmerican,"$3,450",224000,Torque Converter Transmission,16066
1693,2019,Honda,Honda Civic,"$41,000",5000,Turbocharged 2.0-Liter Inline-Four,30060
1694,1966,Dodge,Dodge Power Wagon,"$40,000",44000,318ci V8,92024
1695,2002,Porsche,Porsche 996 Turbo,"$87,500",19000,Twin-turbocharged 3.6L Flat-Six,75234
1696,1948,Mercury,40s,"$55,789",56000,239ci Flathead V8,95746
1697,1964,Buick,60s,"$18,000",43000,401ci Wildcat 445 V8 ,95492
1698,1977,Yamaha,70s,"$8,000",10000,398cc Two-Stroke Parallel Twin,53189
1699,2008,Mercedes-Benz,Mercedes-Benz Gelandewagen,"$50,000",109000,5.0-Liter M113 V8,63005
1700,1968,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,"$44,000",0,Replacement 383ci V8,1089
1701,1967,Ford,Ford Mustang 1967-1968,"$14,250",4000,289ci V8,67037
1702,1970,Chevrolet,Chevrolet Nova,"$30,250",24000,350ci V8,28739
1703,1959,Cadillac,Cadillac Sixty Special,"$65,000",55000,390ci V8,78746
1704,2018,Ferrari,Ferrari 488,"$241,000",17000,Twin-Turbocharged 3.9-Liter V8,23451
1705,1972,BMW,BMW 2002tii,"$28,550",93000,2.0-Liter Inline-Four ,95682
1706,1971,Volkswagen,Volkswagen Type 3,"$18,550",44000,Subaru 2.5-Liter Flat-Four,95377
1707,1986,Porsche,Porsche 930 Turbo,"$122,000",33000,Turbocharged 3.3-Liter Flat-Six,73116
1708,1967,Ferrari,Ferrari 330 GTC,"$515,000",96000,4.0-Liter Colombo V12,93103
1709,1970,Ford,Ford Mustang 1969-1973,"$245,000",52000,429ci V8,60076
1710,2019,McLaren,McLaren Ultimate Series,"$1,300,000",93000,Twin-Turbocharged 4.0-Liter V8 ,60076
1711,1964,Triumph,Triumph TR4,"$37,000",20000,"2,138cc Inline-Four",22306
1712,1966,Ford,Ford Mustang 1964.5-1966,"$20,000",55000,289ci V8,96150
1713,1960,Chevrolet,Chevrolet Corvette C1,"$81,000",446000,Replacement 327ci V8,89012
1714,1995,BMW,BMW Motorcycles,"$9,000",7000,980cc Opposed Twin,81435
1715,1973,Mercedes-Benz,Mercedes-Benz W114 & W115,"$21,000",96000,2.8-Liter Inline-Six,94608
1716,1974,Triumph,Triumph TR6,"$51,500",808000,2.5L Inline-Six,37209
1717,2016,Ford,Ford Mustang S550,"$64,000",8000,5.2-Liter Voodoo V8,32128
1718,1986,Mercedes-Benz,Mercedes-Benz R107 SL,"$26,250",56000,5.5-Liter V8,33496
1719,2017,Porsche,Porsche 991 Turbo,"$170,000",20000,Twin-Turbocharged 3.8-Liter Flat-Six,46112
1720,1977,Ford,Ford F-Series 1973-1979,"$20,500",51000,Replacement 460ci V8,10536
1721,1979,Volkswagen,Volkswagen Beetle,"$20,000",78000,1.6-Liter Flat-Four,85260
1722,1970,Triumph,Triumph Spitfire,"$15,750",68000,"1,296cc Inline-Four",92382
1723,1973,Chevrolet,Chevrolet Camaro 2nd Generation 1970-1981,"$37,000",5000,6.0-Liter LS2 V8 ,58554
1724,2011,Saab,Saab 9-3,"$12,250",92000,Turbocharged 2.0-Liter Inline-four,46142
1725,1999,BMW,BMW Z3,"$14,003",114000,2.8-Liter Inline-Six,30005
1726,1972,Maserati,Maserati Bora,"$162,890",0,4.7-Liter V8,33129
1727,1980,kawasaki,80s,"$18,500",36000,"1,015cc DOHC Inline-Four",53027
1728,1994,Ford,Ford F-Series 1992-1997,"$25,500",17000,4.9-Liter Inline-Six,15312
1729,2006,Chrysler,00s,"$39,000",1000,6.1-Liter V8,18452
1730,1990,Ford,Ford Bronco II,"$9,900",74000,2.8-Liter V6,35645
1731,2005,Volkswagen,00s,"$16,100",90000,4.2L V8,34771
1732,1967,Chevrolet,Chevrolet Chevelle,"$43,000",97000,396ci V8,18426
1733,2003,Jaguar,Jaguar XJ,"$18,250",26000,4.0-Liter V8 ,7074
1734,2005,Dodge,Dodge Ram SRT-10 Pickup,"$28,000",37000,8.3-Liter V10,89118
1735,2001,Mercedes-Benz,Mercedes-Benz R129 SL,"$27,500",40000,5.0-Liter V8,92627
1736,2007,Porsche,Porsche 987 Cayman,"$30,000",28000,3.4-Liter Flat-Six,54915
1737,2008,Mitsubishi,Mitsubishi Lancer Evolution,"$21,750",22000,Turbocharged 2.0-Liter Inline-Four,98033
1738,1967,Mercedes-Benz,Mercedes-Benz W113 SL,"$58,000",51000,2.5L Inline-Six,77079
1739,1995,Saturn,90s,"$6,666",49000,1.9-Liter Inline-Four,85268
1740,1961,Mercedes-Benz,Mercedes-Benz 190SL,"$89,501",75000,1.9L Inline-Four,77079
1741,2006,Porsche,Porsche 997 911,"$40,000",52000,3.8-Liter Flat-Six,95237
1742,1972,Ford,Ford F-Series 1967-1972,"$24,000",3000,460ci V8,93065
1743,2005,Ferrari,Ferrari 612 Scaglietti,"$95,000",0,5.7-Liter V12 ,34104
1744,1994,Land Rover,Land Rover Defender 90 NAS,"$66,000",105000,3.9-Liter V8,90274
1745,1984,Porsche,Porsche 928,"$26,250",23000,Single-Family-Owned Example,20171
1746,2007,Ferrari,Ferrari F430,"$145,000",9000,4.3-Liter V8,32259
1747,1989,Ferrari,Ferrari 328,"$111,328",21000,3.2-Liter V8 ,92376
1748,1978,Mercedes-Benz,Mercedes-Benz R107 SL,"$11,750",93000,4.5-Liter V8,20009
1749,1995,Land Rover,Land Rover 90 / Defender 90 (Euro Spec),"$56,500",152000,Imported From UK ,2050
1750,1987,Jeep,Jeep Grand Wagoneer,"$14,500",100000,360ci V8,24541
1751,1988,BMW,BMW E30 3-Series,"$10,750",150000,2.5-Liter M20 Inline-Six,85286
1752,2003,Land Rover,Land Rover Discovery,"$13,250",110000,4.6-Liter V8,95131
1753,1968,Chevrolet,Chevrolet Corvair,"$9,400",45000,164ci Air-Cooled Flat-six,98058
1754,1975,Honda,Honda Motorcycles,"$9,800",23000,736cc SOHC Inline-Four,32960
1755,1969,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,"$88,500",523000,302ci V8,19047
1756,2002,Porsche,Porsche 996 Turbo,"$57,069",48000,Twin-Turbocharged 3.6L Flat-Six,32223
1757,2009,Porsche,Porsche Cayenne,"$29,000",65000,4.8-Liter V8,53114
1758,1982,Mercedes-Benz,Mercedes-Benz R107 SL,"$11,750",77000,3.8-Liter V8,53114
